timeStamp,demand
2012-02-02 02:00:00,4228.4
2012-02-02 03:00:00,4180.1
2012-02-02 04:00:00,4214.9
2012-02-02 05:00:00,4485.3
2012-02-02 06:00:00,5096.6
2012-02-02 07:00:00,5684.4
2012-02-02 08:00:00,6064.0
2012-02-02 09:00:00,6282.2
2012-02-02 10:00:00,6404.7
2012-02-02 11:00:00,6444.0
2012-02-02 12:00:00,6443.8
2012-02-02 13:00:00,6440.1
2012-02-02 14:00:00,6423.4
2012-02-02 15:00:00,6475.0
2012-02-02 16:00:00,6626.4
2012-02-02 17:00:00,6838.9
2012-02-02 18:00:00,6698.8
2012-02-02 19:00:00,6517.3
2012-02-02 20:00:00,6297.6
2012-02-02 21:00:00,6033.9
2012-02-02 22:00:00,5689.6
2012-02-02 23:00:00,14176.951606486979
2012-02-03 00:00:00,4859.7
2012-02-03 01:00:00,4621.5
2012-02-03 02:00:00,4485.1
2012-02-03 03:00:00,4441.2
2012-02-03 04:00:00,4480.9
2012-02-03 05:00:00,4732.8
2012-02-03 06:00:00,5331.8
2012-02-03 07:00:00,5884.2
